Stkcd,Year,Fn05601,Fn05602,var_5,var_6,Sum,test,Test
603566,2017.0,2016年洛阳科技进步奖一等奖奖金,30000.0,35061292.48,0.0,35061292.0,1,1
300490,2019.0,平谷高新技术资助补助,100000.0,34427268.16,0.0,34427269.0,0,1
000061,2018.0,政府补贴其中：长沙公司春节期间进场交易费减免,2000000.0,155264564.5,0.0,155264565.0,0,1
002198,2020.0,失业保险基金支持职业技能提升行动资金,24000.0,1486835.69,0.0,1486835.0,0,1
300044,2019.0,深圳市科技创新委员会云计算数据中心机房的高效节能关键技术研究,314600.0,36188275.42,0.0,36188276.0,0,1
600313,2016.0,昆山市小麦良种补贴转营业外收入,1019701.0,28560933.27,0.0,28560933.0,1,1
603982,2023.0,南京江宁经济技术开发区财政局鼓励工业企业增产扩产奖励项目,475000.0,8704689.24,0.0,8704690.0,0,1
000756,2018.0,稳岗补贴,1241865.0,21995213.23,0.0,21995214.0,0,1
300503,2020.0,政府补助其中：大功率、大扭矩精密钻攻中心电主轴关键技术研究与产业化区配套补助,800000.0,26926469.81,23176960.26,26926470.0,1,1
605358,2022.0,工业与科技发展专项资金,700453.0,298717054.1,0.0,298717052.0,0,1
002170,2020.0,中央公租房补贴,848145.0,6230438.78,0.0,4230437.0,0,0
002394,2015.0,退城进郊项目,5624816.0,32935735.49,0.0,32935735.0,1,1
600635,2013.0,COD削减专项补助,2676862.0,19832232.44,0.0,19832232.0,1,1
600151,2023.0,其他政府补贴,300000.0,11399149.35,300000.0,11399148.0,0,1
002361,2022.0,计入其他收益的政府补贴其中：直接计入当期损益的政府补贴（税费奖励返还）,725225.0,19773545.29,6450233.0,29470160.0,0,0
600169,2017.0,人才专项资金,50000.0,73836015.76,0.0,73836016.0,1,1
600612,2014.0,税收返还：税收奖励,562800.0,153566256.7,0.0,153566258.0,0,1
600271,2012.0,增值税返还,107827221.0,129586945.3,0.0,129586946.0,0,1
002126,2011.0,中小企业开拓资金展会补贴,29705.0,5896103.51,0.0,5896104.0,1,1
688028,2022.0,2022年嘉兴市技能大师工作室补贴,50000.0,6998740.81,0.0,6998742.0,0,1
000572,2011.0,2010年度海南中小企业成长性奖励,150000.0,77040303.31,0.0,77040303.0,1,1
002458,2018.0,标准化父母代肉种鸡场建设补贴,80000.0,4287431.58,0.0,8294862.0,0,0
300001,2018.0,权益法核算的长期股权投资收益其中：晋缘清洗,14108166.0,106850089.5,7779229.36,106850087.0,0,1
605555,2022.0,政府补助其中：“品字标”品牌和国家“驰名”商标质量提升专项资金,232470.0,8287096.85,6032759.84,8287097.0,1,1
600303,2010.0,金泉多功能皮卡生产基地项目,1563455.0,24121942.01,0.0,24121942.0,1,1
002078,2014.0,污水处理厂搬迁项目财政贴息资金,338444.0,33077915.91,0.0,33077916.0,1,1
600371,2011.0,脱毒马铃薯良种繁育项目建设补助,460000.0,3146200.0,0.0,3146200.0,1,1
300573,2023.0,沈阳市市场监督管理局-沈阳市知识产权运营服务体系建设-知识产权质押融资补助（第十二批）,200000.0,11105102.76,0.0,11105103.0,1,1
002179,2019.0,优惠政策补贴款,3507612.0,84655455.25,0.0,84655456.0,0,1
300607,2023.0,财务费用,2796007.0,20372838.77,0.0,20372839.0,1,1
002032,2007.0,2003年4月7日以后购买的单机在220千瓦以上新的柴油机,37500.0,3268082.0,0.0,3268082.0,1,1
300111,2022.0,政府补助其中：一次性扩岗补助,6000.0,2111449.29,1046412.78,2111449.0,1,1
603320,2016.0,2015年就业补助,1500.0,2326198.96,0.0,2326199.0,1,1
603012,2022.0,政府补助其中：企业设备补贴,4140000.0,111917143.3,67453977.69,111917145.0,0,1
600891,2020.0,个税手续费退税,848.0,100848.39,0.0,100848.0,1,1
002144,2022.0,与收益相关的政府补助其中：增值税即征即退,1438240.0,12964506.82,0.0,12964508.0,0,1
300285,2018.0,1200吨纳米级钛酸钡电子陶瓷粉体材料项目,255318.0,34814733.87,0.0,23101110.0,0,0
300158,2016.0,黄芪新食品原料研究开发项目,50169.0,22451674.55,0.0,22394369.0,0,1
300351,2022.0,与收益相关的政府补助其中：工业经济奖励资金,343000.0,23306368.3,0.0,17943283.0,0,0
300295,2017.0,高层次创业人才引进计划,500000.0,10910807.01,0.0,10910807.0,1,1
300358,2022.0,应届生补贴款,9000.0,48392960.83,0.0,48262070.0,0,1
600509,2012.0,与资产相关的政府补助：石河子220KV输变电工程,344727.0,44317978.85,0.0,44317978.0,0,1
000062,2017.0,2016年度福田区产业发展专项资金电子商务示范企业奖励资助,500000.0,31623686.59,0.0,20205196.0,0,0
